comment,chunks
"J’ai une proportion de réponses corrects supérieur à celles incorrects et aucune ignorance.  Mais des erreurs dangereuses. Les courbes de mes résultats ne suivent pas les courbes en J , j’ai donc tendance a être trop confiant sur des réponses fausses et pas assez sur des réponses exacts.  Pour les test à venir il faudrait que je doute plus des réponses au quelles je suis susceptible d’avoir faux et que je sois plus sure des questions auxquelles j’ai justes. ","['J’ai une proportion de réponses corrects supérieur à celles incorrects et aucune ignorance. ', ' Mais des erreurs dangereuses. Les courbes de mes résultats ne suivent pas les courbes en J ', ', j’ai donc tendance a être trop confiant sur des réponses fausses et pas assez sur des réponses exacts. ', ' Pour les test à venir il faudrait que je doute plus des réponses au quelles je suis susceptible d’avoir faux et que je sois plus sure des questions auxquelles j’ai justes. ', '']"
"Résultat de 23/28 questions . Je suis plutôt sûre de mes réponses car je suis soit en savoir certain soit en erreur dangereuse . Mes erreurs sont en général dues à de l’inattention (ex: son dans l’eau, je me dis que 1,5. 10^3 < 340 alors que mon résultat est juste, pareil pour l’énergie dans ma tête 10^-9 > 10^-4)  => il faut que je renforce ma maîtrise des puissances de 10)  ou à une mauvaise compréhension des questions (sens du mouvement relatif). Une mauvaise maîtrise de la fonction log. Une seule erreur de connaissance, je m’embrouille dans les longueurs d’onde émises dans le visible 450 nm correspond à du bleu (couleur absorbée) donc jaune-orange émis.","['Résultat de 23/28 questions ', '. Je suis plutôt sûre de mes réponses car je suis soit en savoir certain soit en erreur dangereuse ', '. Mes erreurs sont en général dues à de l’inattention (ex: son dans l’eau, je me dis que 1,5. 10^3 < 340 alors que mon résultat est juste, pareil pour l’énergie dans ma tête 10^-9 > 10^-4) ', ' => il faut que je renforce ma maîtrise des puissances de 10) ', ' ou à une mauvaise compréhension des questions (sens du mouvement relatif). Une mauvaise maîtrise de la fonction log. Une seule erreur de connaissance, je m’embrouille dans les longueurs d’onde émises dans le visible 450 nm correspond à du bleu (couleur absorbée) donc jaune-orange émis.']"
"Globalement il y a beaucoup de réponses correctes (20) qui ont été pour la plupart attribué à un savoir certain (certitude 100%), par contre 5 réponses dangereuses (et 2 ignorances).  Les réponses dangereuses sont tout de même nombreuses, peut être due à des questions difficiles et trompeuses . Pour être davantage réaliste lors du prochain test, il faudrait lorsqu’une de mes réponses n’est pas certaine à 100%, baisser le pourcentage à 80% ou à 60 % pour être plus prudente. ","['Globalement il y a beaucoup de réponses correctes (20) qui ont été pour la plupart attribué à un savoir certain (certitude 100%), par contre 5 réponses dangereuses (et 2 ignorances). ', ' Les réponses dangereuses sont tout de même nombreuses, peut être due à des questions difficiles et trompeuses ', '. Pour être davantage réaliste lors du prochain test, il faudrait lorsqu’une de mes réponses n’est pas certaine à 100%, baisser le pourcentage à 80% ou à 60 % pour être plus prudente. ', '']"
Il y a beaucoup de réponses correctes mais je suis peu sûre de mes connaissances . Je suis prudente parfois trop . il faut que je prenne confiance en moi.  Cependant je suis réaliste si je ne sais pas la réponse.,"['Il y a beaucoup de réponses correctes mais je suis peu sûre de mes connaissances ', '. Je suis prudente parfois trop ', '. il faut que je prenne confiance en moi. ', ' Cependant je suis réaliste si je ne sais pas la réponse.']"
"Sur 48 questions, j’ai eu 41 bonnes réponses dont 32 où j’étais presque sûre  mais je pourrais améliorer ma courbe en étant plus sûre de moi.  J’ai également fait 2 erreurs dangereuses et 3 erreurs présumées sur des questions auxquelles je ne connaissais majoritairement pas le cours (=> revoir les filtres d’absorption !) . Afin d’améliorer mon score, il y a certaines questions où je pourrais davantage me faire confiance mais pour cela je pense qu’il est nécessaire de bien revoir mon cours et de le connaitre mieux afin que je réponde automatiquement à certaines questions et à ne pas douter. ","['Sur 48 questions, j’ai eu 41 bonnes réponses dont 32 où j’étais presque sûre ', ' mais je pourrais améliorer ma courbe en étant plus sûre de moi. ', ' J’ai également fait 2 erreurs dangereuses et 3 erreurs présumées sur des questions auxquelles je ne connaissais majoritairement pas le cours (=> revoir les filtres d’absorption !) ', '. Afin d’améliorer mon score, il y a certaines questions où je pourrais davantage me faire confiance mais pour cela je pense qu’il est nécessaire de bien revoir mon cours et de le connaitre mieux afin que je réponde automatiquement à certaines questions et à ne pas douter. ', '']"
"Globalement, j’ai beaucoup de réponses correctes mais seulement 15% d’erreurs dangereuses  : une grosse partie est due au fait que je ne connaissais pas mes formules . De manière générale, je suis plutôt réaliste  (sauf pour la formule fausse). Il faut que je m’entraine plus pour le prochain test  pour être encore plus sûre de les réponses et de ne plus me tromper. Mais de manière générale, mes connaissances sont suffisantes. ","['Globalement, j’ai beaucoup de réponses correctes mais seulement 15% d’erreurs dangereuses ', ' : une grosse partie est due au fait que je ne connaissais pas mes formules ', '. De manière générale, je suis plutôt réaliste  ', '(sauf pour la formule fausse). Il faut que je m’entraine plus pour le prochain test  ', 'pour être encore plus sûre de les réponses et de ne plus me tromper. Mais de manière générale, mes connaissances sont suffisantes. ', '']"
Fautes d’intention-> faire plus attention aux détails.  Faire attention aux relations de type quand lambda (symbole) alors f ,"['Fautes d’intention-> faire plus attention aux détails. ', ' Faire attention aux relations de type quand lambda (symbole) alors f ', '']"
"Globalement, j’ai beaucoup de réponses correctes dont beaucoup de savoirs certains. Cependant, j’ai aussi pas mal d’erreurs dangereuses par rapport aux erreurs présumées. Il y a un assez grand écart avec la courbe en J concernant les réponses incorrectes.  Je ne suis peut-être pas assez prudente. ","['Globalement, j’ai beaucoup de réponses correctes dont beaucoup de savoirs certains. Cependant, j’ai aussi pas mal d’erreurs dangereuses par rapport aux erreurs présumées. Il y a un assez grand écart avec la courbe en J concernant les réponses incorrectes. ', ' Je ne suis peut-être pas assez prudente. ', '']"
"J’ai 36 réponses justes sur 48, la plupart des savoirs.  J’ai 12 erreurs, 2 dans l’ignorance déclarée, 4 dans les erreurs présumées  ce sont les chapitres que je maitrisais moins.  J’ai 6 erreurs dangereuses ce sont les erreurs de calculs, d’inattention et de mauvaise lecture. ","['J’ai 36 réponses justes sur 48, la plupart des savoirs. ', ' J’ai 12 erreurs, 2 dans l’ignorance déclarée, 4 dans les erreurs présumées  ', 'ce sont les chapitres que je maitrisais moins. ', ' J’ai 6 erreurs dangereuses ce sont les erreurs de calculs, d’inattention et de mauvaise lecture. ', '']"
"Globalement, il y a quelques erreurs dangereuses (3) et présumées (3) et une majorité de réponses correctes. La courbe ne J atteint son maximum dans les réponses correctes pour 80%.  On peut constater un manque de confiance concernant les connaissances acquises et comprises.  Pour le prochain test, il serait préférable de prendre confiance vis à vis des réponses certaines  et éviter les erreurs dangereuses en prêtant attention à l’énoncé (bien lire l’énoncé). ","['Globalement, il y a quelques erreurs dangereuses (3) et présumées (3) et une majorité de réponses correctes. La courbe ne J atteint son maximum dans les réponses correctes pour 80%. ', ' On peut constater un manque de confiance concernant les connaissances acquises et comprises. ', ' Pour le prochain test, il serait préférable de prendre confiance vis à vis des réponses certaines  ', 'et éviter les erreurs dangereuses en prêtant attention à l’énoncé (bien lire l’énoncé). ', '']"
"Le nombre d’ignorance déclarée est de 5 et portait sur des sujets que je n’avais pas revus.  J’ai plutôt pas mal de savoir certain  et il est vrai que je doute souvent peu de ce que je connais bien . Lors des erreurs dangereuses je pense être allée trop vite et ne pas avoir pris le temps de réfléchir.  Pour la prochaine fois, il faut que je prenne plus de temps pour lire l’énoncé et pour réfléchir.  Il faut aussi que je sois un peu plus sûre de moi sur certains points .","['Le nombre d’ignorance déclarée est de 5 et portait sur des sujets que je n’avais pas revus. ', ' J’ai plutôt pas mal de savoir certain ', ' et il est vrai que je doute souvent peu de ce que je connais bien ', '. Lors des erreurs dangereuses je pense être allée trop vite et ne pas avoir pris le temps de réfléchir. ', ' Pour la prochaine fois, il faut que je prenne plus de temps pour lire l’énoncé et pour réfléchir. ', ' Il faut aussi que je sois un peu plus sûre de moi sur certains points ', '.']"
"Il y a globalement des réponses correctes même si beaucoup sont incertaines, et une seule erreur dangereuse  due à une mauvaise lecture du document.  Il faut dont être davantage sûr de mon savoir en révisant mes bases  et mieux lire les documents . Globalement ça va ? Mes connaissances sont donc suffisantes  et mon jugement globalement réaliste même si trop prudent. ","['Il y a globalement des réponses correctes même si beaucoup sont incertaines, et une seule erreur dangereuse  ', 'due à une mauvaise lecture du document. ', ' Il faut dont être davantage sûr de mon savoir en révisant mes bases  ', 'et mieux lire les documents ', '. Globalement ça va ? Mes connaissances sont donc suffisantes ', ' et mon jugement globalement réaliste même si trop prudent. ', '']"
"Il y a beaucoup de réponses correctes (41) quelques réponses incorrectes (7) et pas d’ignorance.  Les réponses incorrectes sont dues à une mauvaise lecture de l’énoncé, à une question étrange (pentagone) et à quelques erreurs d’inattention.  Dans l’ensemble, les réponses justes sont certaines.  Pour le prochain test, il faudra que je lise mieux l’énoncé et que j’utilise les bons graphiques. ","['Il y a beaucoup de réponses correctes (41) quelques réponses incorrectes (7) et pas d’ignorance.  ', 'Les réponses incorrectes sont dues à une mauvaise lecture de l’énoncé, à une question étrange (pentagone) et à quelques erreurs d’inattention. ', ' Dans l’ensemble, les réponses justes sont certaines. ', ' Pour le prochain test, il faudra que je lise mieux l’énoncé et que j’utilise les bons graphiques. ', '']"
J’ai un manque (léger) de confiance . Je prédis plutôt bien mes erreurs . Il faut maintenant que j’ose être à 100% sur de mes réponses. ,"['J’ai un manque (léger) de confiance ', '. Je prédis plutôt bien mes erreurs ', '. Il faut maintenant que j’ose être à 100% sur de mes réponses. ', '']"
"J’ai fait des erreurs d’inattention tel que l’analyse dimensionnelle où je n’ai pas fait attention à m. s-1  ainsi que des tournures de phrases que je n’ai pas comprises . Néanmoins, je remarque que je suis trop sûr de moi même un peu trop. ","['J’ai fait des erreurs d’inattention tel que l’analyse dimensionnelle où je n’ai pas fait attention à m. s-1  ', 'ainsi que des tournures de phrases que je n’ai pas comprises ', '. Néanmoins, je remarque que je suis trop sûr de moi même un peu trop. ', '']"
